TouchpointID,CustomerID,Channel,InteractionDate,CampaignName,Cost,Conversion
1001,CUST121,SEO,2024-01-01 16:53:31,Spring Sale,13.785987941948678,Yes
1002,CUSY150,Search,2024-01-02 12:01:48,New Year Blast,12.500792321211993,Yes
1003,CUST145,SEO,01/07/2024 21:45:41,,4.823346199714885,No
1004,CUST119,Email,01/07/2024 17:50:16,Spring Sale,10.756533005116356,No
1005,CUST103,Display,01/08/2024 04:20:40,Product Launch,16.5061241249237,Yes
1006,CUST102,Social,01/16/2024 00:10:39,Winter Promo,38.761271835893865,No
1007,CUST144,Display,2024/01/16 06:47:25,Winter Promo,39.671275234761254,No
1008,CUST135,PPC,2024/01/15 18:59:39,New Year Blast,38.15161820878255,Yes
1009,CUST134,PPC,2024-01-13 19:11:22,Winter Promo,16.53463619182989,Yes
1010,CUST127,Social,2024/01/21 16:06:53,Spring Sale,ten,Yes
1011,CUST135,Email,01/18/2024 05:37:08,Product Launch,7.020158202498047,Yes
1012,CUST140,Email,2024-01-29 13:57:25,,27.38670742600556,Yes
1013,,SEO,2024-01-28 03:28:26,New Year Blast,37.00268834096807,No
1014,CUST150,email,2024-01-19 03:23:55,,47.303848466397746,Yes
1015,CUSY130,PPC,2024/01/21 04:41:18,New Year Blast,18.668288417897678,No
1016,CUSY126,SEO,02/03/2024 04:41:05,New Year Blast,1.7135296971752112,No
1017,CUST130,Display,2024/02/04 06:30:44,Spring Sale 2024,40.416247801217736,No
1018,CUST144,Display,02/02/2024 14:18:05,,21.63360479384303,Yes
1019,CUSY126,Social,2024/02/08 12:50:57,Product Launch,17.694078458082565,
1020,CUST132,Email,02/13/2024 10:21:43,New Year Blast,5.415345275427157,Yes
1021,CUST105,Display,02/12/2024 04:33:53,Spring Sale,34.88110612962031,
1022,CUST121,Social,2024-02-10 10:32:12,Product Launch,42.10084761331632,No
1023,CUST126,SEO,2024-02-14 17:07:29,Spring Sale,46.40872496192091,No
1024,CUST122,SEO,02/11/2024 04:29:04,Spring Sale,41.91875723882049,No
1025,CUSY102,Social,02/08/2024 02:14:48,Product Launch,24.972010546103025,Yes
1026,CUST103,Email,2024-02-11 04:29:29,Product Launch,47.74944528990735,No
1027,CUSY116,Social,2024-02-27 04:26:44,,6.679399646291801,Yes
1028,CUST126,social,2024/02/22 04:15:03,Spring Sale,26.69845453287936,Yes
1029,CUSY140,SEO,02/26/2024 01:22:01,,40.640764111487165,No
1030,CUST101,PPC,2024-02-25 12:39:32,Product Launch,ten,No
1031,CUST142,PPC,03/02/2024 03:00:52,Spring Sale,31.917276547482704,Yes
1032,CUST125,Display,2024-03-06 23:34:13,New Year Blast,23.0071167403964,Yes
1033,CUST130,PPC,03/07/2024 10:05:51,New Year Blast,8.63783424452403,No
1034,CUST135,PPC,2024-02-25 16:03:20,Product Launch,30.96810089456395,Yes
1035,CUST103,Email,2024-03-21 19:47:28,Product Launch,five,Yes
1036,CUST117,Display,03/06/2024 12:42:40,Spring Sale,20.442144141340616,
1037,CUST104,SEO,2024/03/01 09:27:17,New Year Blast 2024,14.634326892503148,Yes
1038,CUST107,Email,2024/04/04 13:08:58,Winter Promo,9.104363717571951,No
1039,CUST118,seo,2024/03/16 06:01:48,New Year Blast,26.958290142342268,No
1040,CUST102,PayPerClick,03/25/2024 11:42:40,New Year Blast,7.542672991831574,Yes
1041,CUST140,PPC,04/01/2024 23:52:20,New Year Blast,26.200940462164194,Yes
1042,CUSY113,Social,2024-03-28 15:00:15,Winter Promo 2024,4.469237164340844,maybe
1043,CUSY114,Email,03/25/2024 21:40:25,New Year Blast,13.298208674643348,No
1044,CUST106,display,03/07/2024 11:19:05,New Year Blast,13.178527655801796,Yes
1045,CUST137,Email,2024-04-05 19:13:15,New Year Blast,24.98484131031322,maybe
1046,CUST133,SEO,2024-04-18 15:43:20,New Year Blast,11.054622548906998,Yes
1047,CUST133,Display,03/30/2024 20:02:23,New Year Blast,34.58960008402601,NOO
1048,CUST128,Social,2024/04/09 01:14:11,Product Launch,37.24573659072991,No
1049,CUST141,Social,03/23/2024 10:39:44,New Year Blast,9.854005484336366,Yes
1050,CUST111,PPC,2024-04-18 15:47:50,,18.144402291308367,Yes
1051,CUST104,Email,2024/04/14 12:13:15,New Year Blast,48.960946225819335,No
1052,CUSY107,Email,2024/04/21 11:48:50,Spring Sale,28.24055034797866,No
1053,CUST106,PPC,2024/04/26 05:29:57,,48.49141219593192,Yes
1054,CUST130,Display,2024/04/14 17:20:28,Product Launch,4.667209240492792,Yes
1055,CUSY118,SEO,2024/04/14 11:48:11,New Year Blast,37.72132065708713,No
1056,CUST134,Email,2024-04-11 04:31:49,Spring Sale,32.658097949454074,No
1057,CUST114,Display,2024-02-30 10:00:00,Spring Sale,4.436746880523216,No
1058,CUST140,Email,04/19/2024 06:55:26,Winter Promo 2024,49.27500150034073,Yes
1059,CUSY141,ppc,04/24/2024 18:18:48,New Year Blast,40.589103456352944,No
1060,CUSY130,SEO,2024/04/25 11:38:09,New Year Blast,31.168924681384027,Yes
1061,CUST102,Display,04/20/2024 20:45:40,Product Launch,47.079920390507866,Yes
1062,CUST138,social,2024-05-21 17:36:39,Product Launch,19.13836489434266,No
1063,CUST132,Display,2024-05-05 02:59:29,Spring Sale,39.22781047678266,
1064,CUST115,Display,2024-04-20 01:35:47,New Year Blast,32.401208295277556,Yes
1065,CUST125,SEO,05/08/2024 23:25:09,Winter Promo,3.8316999160738145,No
1066,CUST109,Email,2024/05/06 16:45:00,Spring Sale,49.38688227830141,No
1067,CUST102,Display,2024-02-30 10:00:00,Product Launch,47.60652840368636,Yes
1068,CUST140,Email,05/05/2024 15:49:13,New Year Blast,23.595624641403525,No
1069,CUST127,Email,05/28/2024 12:38:25,Winter Promo,-10,Yes
1070,CUST113,Display,05/16/2024 14:51:34,New Year Blast,13.402575451460285,No
1071,,Social,04/26/2024 15:50:25,Product Launch,38.927056853079236,No
1072,CUST125,Display,05/22/2024 10:37:05,Winter Promo,-10,No
1073,CUSY104,SEO,05/24/2024 09:46:06,Winter Promo,39.692733507237364,Yes
1074,CUST117,Display,2024-05-07 12:04:50,Winter Promo,12.571129362985959,No
1075,CUST133,SEO,2024-05-20 00:40:07,Spring Sale,21.645417724641156,No
1076,CUST148,social,05/11/2024 19:38:41,Spring Sale,11.647142275708553,No
1077,CUSY123,Email,2024-05-29 07:22:02,New Year Blast,37.6950033465076,Yes
1078,CUST117,PPC,06/12/2024 14:52:11,New Year Blast,27.47809903497689,Yes
1079,CUST108,PPC,2024/05/19 09:20:47,Winter Promo,17.62831559994923,No
1080,,Display,2024-06-17 12:38:43,Spring Sale,twenty,Yes
1081,CUST106,Email,05/28/2024 20:32:35,Product Launch,43.215239693429254,
1082,CUST139,SEO,2024/06/18 12:34:14,New Year Blast,16.34404090976052,No
1083,CUST105,SEO,05/07/2024 06:03:21,Winter Promo,five,No
1084,CUST147,display,2024/06/08 16:04:48,,3.957358959221166,Yes
1085,CUST140,Email,2024-06-27 02:49:55,Spring Sale,5.004090923174859,No
1086,CUST115,PPC,2024-06-06 05:46:40,Product Launch,15.667561659714387,
1087,CUST144,PPC,2024/06/28 05:53:51,,3.390866960813332,Yes
1088,CUST127,Display,06/23/2024 11:47:25,Spring Sale,-10,Yes
1089,CUST123,SEO,06/17/2024 21:27:25,Product Launch 2024,18.13726305227987,No
1090,CUST145,Display,2024-06-21 18:49:56,New Year Blast,ten,No
1091,CUST109,Display,07/21/2024 04:40:23,Product Launch,15.017948511752193,Yes
1092,CUST121,SEO,07/04/2024 23:49:15,Spring Sale,36.83469473742036,No
1093,CUST131,Display,2024-06-17 06:33:27,New Year Blast,20.761948836414327,No
1094,CUST101,PPC,07/10/2024 22:09:45,Product Launch,31.163638789490616,Yes
1095,CUST120,SEO,2024/07/13 15:32:58,New Year Blast,46.070579537960135,Yes
1096,CUST118,Email,06/26/2024 15:59:46,Product Launch,39.36827617853974,Yes
1097,CUSY120,Social,2024-07-09 05:53:27,New Year Blast,23.088002887818135,No
1098,CUST118,Email,2024/07/24 01:06:33,Winter Promo,45.459537379715876,Yes
1099,CUST102,Email,2024/08/05 01:06:02,Spring Sale,49.99269934915285,Yes
1100,CUST112,SEO,2024/07/17 13:12:47,,36.34561866565882,No
